epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,86.9571,1.0789,0.93508,1.03556,0.94622,0.96,0.93429,0.61575,1.06188,0.86075,1.00281,0.0012476,0.0012476,0.0012476
40,89.0768,0.99921,0.96101,0.98354,0.9228,0.95637,0.93368,0.63244,1.03952,0.86408,1.00411,0.0012278,0.0012278,0.0012278
41,91.2164,1.01762,0.89459,0.98456,0.95334,0.96,0.96904,0.63784,1.07826,0.96191,1.02025,0.001208,0.001208,0.001208
42,93.3213,0.94898,0.88351,1.00243,0.9518,0.96,0.9519,0.64133,1.08264,0.96496,1.02167,0.0011882,0.0011882,0.0011882
43,95.5198,0.94122,0.83836,0.96464,0.91925,0.91103,0.95283,0.66507,1.00709,0.97779,1.01285,0.0011684,0.0011684,0.0011684
44,97.6289,1.01305,0.88337,0.97798,0.99132,0.88,0.96075,0.65068,1.04141,0.84416,1.01584,0.0011486,0.0011486,0.0011486
45,99.8173,0.99344,0.8516,1.00489,0.98418,0.92,0.97301,0.62817,1.14137,0.78085,1.01257,0.0011288,0.0011288,0.0011288
46,102.011,1.02785,0.80574,0.96212,0.91795,0.8954,0.92322,0.58974,1.19214,0.83284,1.01779,0.001109,0.001109,0.001109
47,104.272,1.01473,0.86411,0.98348,0.91919,0.91027,0.9085,0.61189,1.12038,0.78636,1.00294,0.0010892,0.0010892,0.0010892
48,106.273,0.98818,0.84878,0.96078,1,0.95601,0.97352,0.62703,1.10476,0.78647,0.98821,0.0010694,0.0010694,0.0010694
49,108.511,0.9796,0.75984,0.94883,0.99552,0.96,0.98064,0.65636,1.11146,0.87036,1.00299,0.0010496,0.0010496,0.0010496
50,110.778,0.91216,0.7381,0.94581,0.99415,0.96,0.98132,0.66673,1.03923,0.76603,0.97589,0.0010298,0.0010298,0.0010298
51,113.711,0.94187,0.79799,0.99451,0.99614,0.96,0.98441,0.71228,1.0227,0.66243,0.97137,0.00101,0.00101,0.00101
52,116.217,0.93451,0.77786,0.95997,0.96693,0.96,0.98833,0.68748,0.99316,0.67974,0.97028,0.0009902,0.0009902,0.0009902
53,119.077,0.92892,0.74334,0.94719,0.98803,0.96,0.98948,0.68769,1.00378,0.66668,0.97147,0.0009704,0.0009704,0.0009704
54,121.697,0.92819,0.86145,0.96971,0.98877,0.96,0.95514,0.6855,1.02467,0.68289,0.97094,0.0009506,0.0009506,0.0009506
55,124.525,0.90362,0.71175,0.93357,0.955,0.96,0.95514,0.61809,1.12698,0.77303,1.0013,0.0009308,0.0009308,0.0009308
56,127.075,0.89859,0.72496,0.91315,0.98857,0.96,0.95515,0.63184,1.09578,0.80907,1.00094,0.000911,0.000911,0.000911
57,129.705,0.91644,0.76236,0.92529,0.99379,0.96,0.95514,0.68567,1.01885,0.72243,0.96795,0.0008912,0.0008912,0.0008912
58,132.051,0.91171,0.72548,0.92086,0.99125,0.96,0.95514,0.69078,1.01611,0.75295,0.97237,0.0008714,0.0008714,0.0008714
59,134.321,0.88012,0.72767,0.9162,0.99483,0.96,0.95514,0.67836,1.03651,0.67982,0.98302,0.0008516,0.0008516,0.0008516
60,136.584,0.85408,0.74137,0.95427,0.99483,0.96,0.96409,0.66888,1.01258,0.6371,0.97248,0.0008318,0.0008318,0.0008318
61,138.845,0.9167,0.7246,0.92898,0.99375,0.96,0.95515,0.6492,1.05702,0.66484,0.99668,0.000812,0.000812,0.000812
62,141.418,0.88909,0.73413,0.90857,0.99278,0.96,0.99071,0.69064,1.01661,0.63743,0.98553,0.0007922,0.0007922,0.0007922
63,143.737,0.8433,0.7157,0.89651,0.99578,0.96,0.99071,0.64833,0.98906,0.64534,0.98786,0.0007724,0.0007724,0.0007724
64,146.099,0.85119,0.70103,0.9586,0.99413,0.96,0.99071,0.66723,0.99022,0.62685,0.98886,0.0007526,0.0007526,0.0007526
65,148.601,0.89914,0.68555,0.95381,0.99524,0.96,0.99071,0.68974,0.95928,0.59429,0.96747,0.0007328,0.0007328,0.0007328
66,150.89,0.8633,0.67083,0.95232,0.99326,0.96,0.99071,0.69608,0.96663,0.57065,0.97591,0.000713,0.000713,0.000713
67,153.317,0.81931,0.68368,0.88734,1,0.95368,0.99071,0.68029,0.98131,0.60482,0.97422,0.0006932,0.0006932,0.0006932
68,155.658,0.88834,0.67657,0.93364,0.99274,0.92,0.98911,0.67872,0.98332,0.62925,0.9721,0.0006734,0.0006734,0.0006734
69,157.896,0.86349,0.66745,0.92657,0.953,0.96,0.98911,0.66478,1.02739,0.6259,0.98045,0.0006536,0.0006536,0.0006536
70,160.388,0.83269,0.69132,0.92264,1,0.94631,0.98948,0.66796,1.0238,0.61151,0.98159,0.0006338,0.0006338,0.0006338
71,162.839,0.82023,0.65797,0.89679,0.98718,0.92,0.98673,0.67793,0.93729,0.61043,0.96446,0.000614,0.000614,0.000614
72,165.22,0.77057,0.64831,0.9288,0.94808,0.96,0.98673,0.68092,0.934,0.61298,0.96552,0.0005942,0.0005942,0.0005942
73,167.462,0.80194,0.64663,0.91959,1,0.95448,0.98726,0.67029,0.97378,0.59464,0.98328,0.0005744,0.0005744,0.0005744
74,170.007,0.78043,0.61248,0.93408,0.99546,0.96,0.98833,0.66013,0.97742,0.605,0.97277,0.0005546,0.0005546,0.0005546
75,172.581,0.77511,0.62406,0.93181,0.99243,0.96,0.98833,0.65317,0.99512,0.62233,0.96266,0.0005348,0.0005348,0.0005348
76,174.868,0.77267,0.60624,0.92644,0.99146,0.96,0.98833,0.65447,0.95865,0.61045,0.95697,0.000515,0.000515,0.000515
77,177.314,0.78734,0.66094,0.90424,0.98989,0.96,0.98833,0.67902,0.93538,0.58555,0.95757,0.0004952,0.0004952,0.0004952
78,179.667,0.83669,0.63957,0.90098,0.99343,0.96,0.98948,0.68293,0.93184,0.59088,0.96139,0.0004754,0.0004754,0.0004754
79,182.169,0.78635,0.6527,0.9187,1,0.95384,0.98948,0.69721,0.89729,0.57177,0.95364,0.0004556,0.0004556,0.0004556
80,185.13,0.74519,0.64139,0.9091,0.9884,0.92,0.98788,0.7015,0.91117,0.57064,0.95443,0.0004358,0.0004358,0.0004358
81,187.418,0.74101,0.5827,0.91751,1,0.94195,0.98948,0.70837,0.89574,0.57524,0.95354,0.000416,0.000416,0.000416
82,189.56,0.81611,0.60515,0.92671,0.95263,0.96,0.98788,0.7113,0.89457,0.57354,0.95045,0.0003962,0.0003962,0.0003962
83,191.913,0.76027,0.61339,0.91684,0.92584,0.99876,0.99044,0.70668,0.92565,0.58468,0.95946,0.0003764,0.0003764,0.0003764
84,193.992,0.72048,0.55734,0.8955,1,0.94927,0.99204,0.70802,0.94331,0.60031,0.96383,0.0003566,0.0003566,0.0003566
85,196.053,0.77625,0.62143,0.91655,0.99926,0.96,0.99204,0.72592,0.91595,0.56405,0.94654,0.0003368,0.0003368,0.0003368
86,198.119,0.73602,0.602,0.9153,0.99493,0.96,0.99071,0.72313,0.89332,0.55628,0.93202,0.000317,0.000317,0.000317
87,200.317,0.77943,0.61526,0.89228,0.99847,0.96,0.99204,0.72942,0.87066,0.54116,0.9202,0.0002972,0.0002972,0.0002972
88,202.394,0.73649,0.57752,0.89232,1,0.95638,0.99204,0.72897,0.88247,0.54009,0.92406,0.0002774,0.0002774,0.0002774
89,204.749,0.73946,0.5988,0.8623,1,0.95034,0.99071,0.73645,0.89216,0.52206,0.92403,0.0002576,0.0002576,0.0002576
90,206.864,0.76686,0.61084,0.92919,0.95387,0.96,0.98673,0.73843,0.8924,0.52564,0.92388,0.0002378,0.0002378,0.0002378
91,213.138,0.65975,0.61779,0.88693,0.95683,0.96,0.98911,0.72634,0.9058,0.57379,0.92841,0.000218,0.000218,0.000218
92,215.306,0.6553,0.5988,0.8855,0.95998,0.95956,0.98911,0.72563,0.90111,0.58534,0.92952,0.0001982,0.0001982,0.0001982
93,217.37,0.69062,0.61328,0.88762,0.95995,0.95882,0.98911,0.74161,0.88743,0.58312,0.92326,0.0001784,0.0001784,0.0001784
94,219.612,0.67196,0.59057,0.87276,0.95989,0.95726,0.99044,0.73784,0.86778,0.56514,0.91642,0.0001586,0.0001586,0.0001586
95,221.873,0.63521,0.56609,0.87042,0.95994,0.95844,0.98673,0.74176,0.86153,0.56348,0.91459,0.0001388,0.0001388,0.0001388
96,224.011,0.63811,0.59645,0.85572,0.95988,0.95702,0.98673,0.73161,0.85287,0.55825,0.91495,0.000119,0.000119,0.000119
97,226.514,0.63269,0.56407,0.84915,0.95982,0.95571,0.98911,0.73467,0.8343,0.55973,0.91171,9.92e-05,9.92e-05,9.92e-05
98,228.643,0.66393,0.58981,0.8554,0.9598,0.95515,0.98911,0.73105,0.83085,0.56036,0.91068,7.94e-05,7.94e-05,7.94e-05
99,230.818,0.63948,0.56114,0.87763,0.95995,0.95884,0.98911,0.73576,0.84446,0.5588,0.91276,5.96e-05,5.96e-05,5.96e-05
100,233.01,0.60369,0.52985,0.84665,0.96,0.95995,0.98911,0.72355,0.84663,0.55187,0.91382,3.98e-05,3.98e-05,3.98e-05
