epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.16229,1.6064,4.42898,1.43753,0.00306,0.88,0.13708,0.06789,1.28157,3.51495,0.94633,0.00046,0.00046,0.00046
2,5.78042,1.55276,2.89715,1.18254,0.00319,0.92,0.41353,0.14378,1.53544,3.49399,1.06335,0.000930694,0.000930694,0.000930694
3,8.40746,1.5262,2.3242,1.24718,0.0067,0.88,0.50591,0.20695,1.29348,3.12606,1.13286,0.00139188,0.00139188,0.00139188
4,10.99,1.57286,2.28699,1.22024,0.79808,0.24,0.56467,0.23058,1.55854,2.95875,1.2404,0.00184357,0.00184357,0.00184357
5,13.6752,1.53042,2.29002,1.25717,0.73268,0.64,0.74346,0.4205,1.33821,2.35318,1.18822,0.0019208,0.0019208,0.0019208
6,16.0491,1.54167,2.11351,1.2472,0.53559,0.72,0.64687,0.30593,1.49299,2.77405,1.31148,0.001901,0.001901,0.001901
7,18.513,1.4803,2.1383,1.22772,0.91564,0.86868,0.86705,0.48437,1.34477,2.54604,1.33176,0.0018812,0.0018812,0.0018812
8,20.9733,1.487,2.18859,1.21049,0.86564,0.76,0.84555,0.49121,1.32022,2.43598,1.25248,0.0018614,0.0018614,0.0018614
9,23.4729,1.41553,1.93412,1.17566,0.66137,0.92,0.81362,0.47672,1.3208,2.09103,1.17147,0.0018416,0.0018416,0.0018416
10,25.8167,1.34393,1.89613,1.14277,0.71252,0.68,0.72551,0.40525,1.37848,2.35506,1.20388,0.0018218,0.0018218,0.0018218
11,28.3831,1.47609,1.97752,1.19501,0.64398,0.92,0.81278,0.49593,1.24084,1.69929,1.1407,0.001802,0.001802,0.001802
12,30.7353,1.40754,1.81767,1.18676,0.68343,0.95013,0.79847,0.4604,1.32894,1.77538,1.2575,0.0017822,0.0017822,0.0017822
13,33.2199,1.25166,1.61899,1.15721,0.60401,0.92,0.79366,0.42599,1.44722,1.62536,1.29134,0.0017624,0.0017624,0.0017624
14,35.5901,1.2923,1.59918,1.10367,0.78942,0.88,0.86035,0.46782,1.31862,1.58338,1.19226,0.0017426,0.0017426,0.0017426
15,38.0901,1.34534,1.61414,1.18099,0.88241,0.92,0.92425,0.58765,1.16507,1.39352,1.16033,0.0017228,0.0017228,0.0017228
16,40.8381,1.29133,1.50302,1.09917,0.95419,0.92,0.94564,0.5055,1.41915,1.40173,1.22461,0.001703,0.001703,0.001703
17,43.5568,1.31607,1.48288,1.0938,0.95563,0.86203,0.96566,0.57562,1.17205,1.375,1.12556,0.0016832,0.0016832,0.0016832
18,45.8872,1.30484,1.49478,1.11228,0.87573,0.84584,0.90102,0.5722,1.20221,1.32683,1.10241,0.0016634,0.0016634,0.0016634
19,48.2953,1.25921,1.42981,1.10813,0.86205,0.84,0.91521,0.60814,1.13956,1.23458,1.08176,0.0016436,0.0016436,0.0016436
20,50.6957,1.22514,1.43733,1.08169,0.90826,0.92,0.92803,0.63468,1.03889,1.18209,1.06257,0.0016238,0.0016238,0.0016238
21,53.2148,1.18829,1.30102,1.07206,0.91573,0.92,0.93777,0.58091,1.24732,1.18117,1.143,0.001604,0.001604,0.001604
22,55.6897,1.24465,1.38434,1.12403,0.91593,0.92,0.95198,0.60479,1.19632,1.14855,1.15308,0.0015842,0.0015842,0.0015842
23,58.2593,1.15735,1.29784,1.06831,0.9523,0.92,0.97222,0.64163,1.14775,1.25667,1.131,0.0015644,0.0015644,0.0015644
24,60.9725,1.16485,1.23229,1.06986,0.94721,0.92,0.97465,0.6304,1.14761,1.30915,1.07029,0.0015446,0.0015446,0.0015446
25,63.4032,1.08977,1.14257,1.04185,0.94966,0.88,0.96706,0.6641,1.06376,1.17035,1.05257,0.0015248,0.0015248,0.0015248
26,65.9834,1.15083,1.21038,1.05808,0.88803,0.95194,0.96617,0.70677,0.96449,1.11802,1.03409,0.001505,0.001505,0.001505
27,68.4459,1.10886,1.183,1.05659,0.91454,0.96,0.97533,0.70227,0.96418,0.99012,1.01875,0.0014852,0.0014852,0.0014852
